"data.race","data.partyid"
"54867","black","ind,near dem"
"54868","black","not str democrat"
"54869","black","not str democrat"
"54871","white","ind,near dem"
"54872","black","not str democrat"
"54873","white","independent"
"54874","white","strong democrat"
"54875","white","strong republican"
"54876","white","not str democrat"
"54877","white","not str republican"
"54878","white","strong democrat"
"54879","white","not str democrat"
"54880","white","not str democrat"
"54881","white","strong democrat"
"54882","white","ind,near rep"
"54883","white","not str democrat"
"54884","white","other party"
"54885","black","independent"
"54886","white","not str democrat"
"54888","black","not str democrat"
"54889","black","strong democrat"
"54890","white","independent"
"54891","black","independent"
"54892","black","strong democrat"
"54893","black","strong democrat"
"54894","black","not str democrat"
"54895","black","not str democrat"
"54896","black","strong democrat"
"54897","black","strong democrat"
"54898","black","strong democrat"
"54899","black","independent"
"54900","black","independent"
"54901","black","not str democrat"
"54902","white","strong democrat"
"54903","white","other party"
"54904","white","not str republican"
"54905","white","not str republican"
"54906","white","ind,near rep"
"54907","white","strong democrat"
"54908","white","independent"
"54909","white","not str republican"
"54910","white","ind,near rep"
"54911","white","ind,near dem"
"54912","white","ind,near dem"
"54913","white","not str democrat"
"54914","white","strong democrat"
"54915","white","strong democrat"
"54916","black","strong democrat"
"54917","black","strong democrat"
"54918","black","not str democrat"
"54919","white","not str democrat"
"54920","black","strong republican"
"54921","black","not str democrat"
"54922","black","not str democrat"
"54923","black","not str republican"
"54924","black","not str republican"
"54925","white","not str republican"
"54926","black","strong democrat"
"54927","white","ind,near rep"
"54928","black","independent"
"54929","white","strong democrat"
"54930","black","strong democrat"
"54931","white","ind,near rep"
"54932","black","strong democrat"
"54933","black","independent"
"54934","black","independent"
"54935","white","independent"
"54936","black","independent"
"54937","black","strong democrat"
"54938","black","not str democrat"
"54939","white","ind,near rep"
"54940","white","strong republican"
"54941","white","independent"
"54942","white","not str democrat"
"54943","black","independent"
"54944","black","not str republican"
"54945","white","independent"
"54946","white","independent"
"54947","white","strong republican"
"54948","black","strong democrat"
"54949","white","not str democrat"
"54950","black","strong democrat"
"54951","black","independent"
"54952","black","strong democrat"
"54953","black","not str democrat"
"54954","white","independent"
"54955","black","strong democrat"
"54956","other","independent"
"54957","white","ind,near rep"
"54958","white","not str democrat"
"54959","white","not str republican"
"54960","white","not str republican"
"54961","black","strong democrat"
"54962","white","ind,near rep"
"54963","white","not str republican"
"54964","white","not str republican"
"54965","black","ind,near dem"
"54966","black","not str democrat"
"54967","white","not str democrat"
"54968","black","strong democrat"
"54969","white","not str democrat"
"54970","black","not str democrat"
"54971","black","ind,near rep"
"54972","black","independent"
"54973","black","strong democrat"
"54974","white","independent"
"54975","black","strong democrat"
"54976","other","not str democrat"
"54977","white","independent"
"54979","white","strong democrat"
"54980","white","not str democrat"
"54981","white","not str democrat"
"54982","white","ind,near rep"
"54983","white","not str republican"
"54984","white","not str democrat"
"54985","white","not str democrat"
"54986","white","not str democrat"
"54987","white","ind,near rep"
"54988","white","independent"
"54989","white","strong republican"
"54990","white","ind,near rep"
"54991","white","strong republican"
"54992","white","strong republican"
"54993","white","ind,near dem"
"54994","white","independent"
"54995","white","ind,near dem"
"54996","white","ind,near rep"
"54997","white","strong democrat"
"54998","white","not str democrat"
"54999","white","not str democrat"
"55000","black","ind,near rep"
"55001","white","not str republican"
"55002","white","not str republican"
"55003","white","not str democrat"
"55004","white","strong democrat"
"55005","white","ind,near dem"
"55006","white","strong republican"
"55007","white","other party"
"55008","white","ind,near dem"
"55009","white","not str democrat"
"55010","white","not str democrat"
"55011","white","ind,near rep"
"55012","white","independent"
"55013","white","strong republican"
"55014","white","strong republican"
"55015","white","strong democrat"
"55016","white","independent"
"55017","black","ind,near dem"
"55018","black","not str democrat"
"55019","white","not str republican"
"55020","white","not str democrat"
"55021","white","strong democrat"
"55023","white","strong republican"
"55024","white","strong republican"
"55025","white","not str democrat"
"55026","white","other party"
"55027","white","independent"
"55028","white","strong democrat"
"55029","black","independent"
"55030","white","other party"
"55031","white","not str democrat"
"55032","white","ind,near dem"
"55033","black","strong democrat"
"55034","white","not str democrat"
"55035","white","not str republican"
"55036","other","independent"
"55037","white","independent"
"55038","white","strong democrat"
"55039","white","not str democrat"
"55040","white","strong democrat"
"55041","white","independent"
"55042","white","independent"
"55043","white","not str democrat"
"55044","white","not str democrat"
"55045","white","ind,near dem"
"55046","white","ind,near rep"
"55047","white","ind,near dem"
"55048","white","not str democrat"
"55049","white","other party"
"55051","white","other party"
"55052","white","not str republican"
"55053","other","independent"
"55054","other","other party"
"55055","white","strong democrat"
"55056","white","ind,near dem"
"55057","white","ind,near rep"
"55058","black","strong democrat"
"55059","white","not str republican"
"55060","white","independent"
"55061","other","ind,near dem"
"55062","other","independent"
"55063","white","strong republican"
"55064","white","ind,near dem"
"55065","other","not str democrat"
"55066","white","independent"
"55067","white","not str republican"
"55068","white","ind,near rep"
"55069","white","strong republican"
"55070","white","not str republican"
"55071","white","ind,near dem"
"55072","white","independent"
"55073","white","ind,near dem"
"55074","white","ind,near dem"
"55075","white","independent"
"55076","white","not str democrat"
"55077","white","not str republican"
"55078","white","independent"
"55079","white","ind,near rep"
"55080","white","ind,near dem"
"55081","other","strong republican"
"55082","white","ind,near rep"
"55083","white","strong republican"
"55084","white","strong republican"
"55085","white","not str democrat"
"55086","white","independent"
"55087","white","other party"
"55088","white","ind,near dem"
"55089","white","ind,near rep"
"55090","other","ind,near dem"
"55091","white","not str republican"
"55092","black","strong democrat"
"55093","white","strong democrat"
"55094","white","independent"
"55095","other","independent"
"55096","black","independent"
"55097","white","strong democrat"
"55098","white","strong democrat"
"55099","black","not str democrat"
"55100","white","independent"
"55101","black","independent"
"55102","other","independent"
"55103","black","not str republican"
"55104","white","not str republican"
"55105","black","ind,near dem"
"55107","other","independent"
"55108","other","not str democrat"
"55109","other","not str democrat"
"55110","white","independent"
"55111","other","independent"
"55112","white","not str republican"
"55113","white","not str democrat"
"55114","white","not str republican"
"55115","white","independent"
"55116","black","strong democrat"
"55117","white","not str republican"
"55118","white","independent"
"55119","white","strong democrat"
"55120","white","strong democrat"
"55121","other","independent"
"55122","white","ind,near dem"
"55123","white","ind,near dem"
"55124","white","other party"
"55125","black","strong democrat"
"55126","other","not str democrat"
"55127","black","not str democrat"
"55128","other","not str democrat"
"55129","white","not str democrat"
"55130","white","ind,near dem"
"55131","white","ind,near dem"
"55132","white","not str republican"
"55133","white","not str democrat"
"55134","white","not str republican"
"55135","white","independent"
"55136","white","ind,near dem"
"55137","white","ind,near rep"
"55138","white","independent"
"55139","other","not str democrat"
"55140","white","independent"
"55141","other","ind,near dem"
"55142","white","ind,near dem"
"55143","other","independent"
"55144","black","strong democrat"
"55145","black","strong democrat"
"55146","other","strong democrat"
"55147","white","independent"
"55148","black","strong democrat"
"55149","black","strong democrat"
"55150","other","independent"
"55151","black","not str democrat"
"55152","black","strong democrat"
"55153","black","independent"
"55154","black","independent"
"55155","black","strong democrat"
"55156","white","ind,near dem"
"55157","white","independent"
"55158","other","not str democrat"
"55159","white","not str republican"
"55160","white","ind,near dem"
"55161","white","strong democrat"
"55162","white","independent"
"55163","white","not str democrat"
"55164","white","strong democrat"
"55165","white","strong democrat"
"55166","other","not str democrat"
"55167","other","independent"
"55168","white","not str democrat"
"55169","white","not str democrat"
"55170","white","strong democrat"
"55171","other","strong democrat"
"55172","white","strong democrat"
"55173","white","strong democrat"
"55174","other","not str democrat"
"55175","black","not str democrat"
"55176","white","ind,near rep"
"55177","other","independent"
"55178","other","strong democrat"
"55179","black","strong democrat"
"55180","other","independent"
"55181","white","strong democrat"
"55182","black","strong democrat"
"55183","other","not str democrat"
"55184","white","strong democrat"
"55185","other","not str democrat"
"55186","other","ind,near dem"
"55187","white","not str democrat"
"55188","white","not str democrat"
"55189","white","strong democrat"
"55190","white","independent"
"55191","other","not str republican"
"55192","white","strong democrat"
"55193","other","not str republican"
"55194","white","strong democrat"
"55195","white","not str republican"
"55196","black","not str democrat"
"55197","white","not str democrat"
"55198","black","strong democrat"
"55199","black","strong democrat"
"55200","other","not str democrat"
"55201","white","ind,near rep"
"55202","white","independent"
"55203","white","ind,near rep"
"55204","white","not str democrat"
"55205","white","strong republican"
"55206","white","ind,near dem"
"55207","white","independent"
"55208","white","not str republican"
"55209","white","independent"
"55210","white","not str democrat"
"55211","black","ind,near dem"
"55212","white","ind,near rep"
"55213","white","strong democrat"
"55214","white","strong democrat"
"55215","white","independent"
"55216","white","independent"
"55217","white","independent"
"55218","white","strong republican"
"55219","white","independent"
"55220","white","strong democrat"
"55221","other","independent"
"55222","black","ind,near dem"
"55223","black","strong democrat"
"55224","black","strong democrat"
"55225","white","not str democrat"
"55226","other","independent"
"55227","other","strong democrat"
"55228","black","strong republican"
"55229","black","not str democrat"
"55230","white","ind,near rep"
"55231","other","not str republican"
"55232","white","not str democrat"
"55233","black","strong democrat"
"55234","white","not str democrat"
"55235","white","ind,near rep"
"55236","white","strong democrat"
"55237","white","not str democrat"
"55238","white","ind,near dem"
"55239","white","ind,near dem"
"55240","other","not str democrat"
"55241","other","not str democrat"
"55242","other","independent"
"55243","white","not str democrat"
"55244","other","not str democrat"
"55245","white","not str republican"
"55246","white","strong democrat"
"55247","white","independent"
"55248","other","independent"
"55249","other","not str democrat"
"55250","black","not str democrat"
"55251","white","not str democrat"
"55252","white","not str republican"
"55253","other","ind,near dem"
"55254","white","strong democrat"
"55255","other","independent"
"55256","other","not str republican"
"55257","white","not str democrat"
"55258","other","strong democrat"
"55259","white","not str republican"
"55260","other","independent"
"55261","white","not str republican"
"55262","white","ind,near rep"
"55263","other","independent"
"55264","white","not str republican"
"55265","white","other party"
"55266","white","not str republican"
"55267","other","independent"
"55268","white","ind,near rep"
"55269","white","not str republican"
"55270","white","not str republican"
"55271","white","independent"
"55272","black","not str democrat"
"55273","white","strong democrat"
"55274","white","independent"
"55275","white","not str democrat"
"55276","other","not str republican"
"55277","white","strong republican"
"55278","white","ind,near dem"
"55279","white","strong republican"
"55280","white","ind,near dem"
"55281","white","independent"
"55282","white","strong democrat"
"55283","black","not str democrat"
"55284","white","ind,near rep"
"55285","other","not str democrat"
"55286","other","not str democrat"
"55287","white","not str democrat"
"55288","other","independent"
"55289","white","strong democrat"
"55290","white","strong democrat"
"55291","white","not str republican"
"55292","white","not str democrat"
"55293","black","strong democrat"
"55294","other","strong democrat"
"55295","white","ind,near rep"
"55296","white","not str democrat"
"55297","white","other party"
"55298","white","not str democrat"
"55299","other","strong democrat"
"55300","black","strong democrat"
"55301","other","strong democrat"
"55302","white","ind,near dem"
"55303","white","strong democrat"
"55304","white","ind,near rep"
"55305","white","not str democrat"
"55306","white","ind,near dem"
"55307","other","ind,near dem"
"55308","white","independent"
"55309","white","strong democrat"
"55310","other","independent"
"55311","white","independent"
"55312","white","not str republican"
"55313","white","other party"
"55314","black","strong democrat"
"55315","white","ind,near dem"
"55316","white","ind,near dem"
"55317","white","independent"
"55318","white","ind,near dem"
"55319","black","not str democrat"
"55320","black","strong democrat"
"55321","black","strong democrat"
"55322","black","strong democrat"
"55323","white","not str democrat"
"55324","black","independent"
"55325","white","independent"
"55326","other","not str democrat"
"55328","white","not str democrat"
"55329","white","ind,near rep"
"55330","white","ind,near rep"
"55331","white","not str republican"
"55332","white","ind,near dem"
"55333","white","ind,near dem"
"55334","white","not str democrat"
"55335","white","independent"
"55336","white","independent"
"55337","white","ind,near rep"
"55338","white","independent"
"55339","white","not str democrat"
"55340","black","not str democrat"
"55341","other","ind,near dem"
"55342","other","not str democrat"
"55343","black","strong democrat"
"55344","black","strong democrat"
"55345","white","not str democrat"
"55346","white","ind,near rep"
"55347","white","not str republican"
"55348","white","independent"
"55349","white","not str republican"
"55350","white","not str democrat"
"55351","white","other party"
"55352","white","strong republican"
"55353","white","strong republican"
"55354","white","not str republican"
"55355","white","ind,near dem"
"55356","white","independent"
"55357","white","strong republican"
"55358","white","not str republican"
"55359","white","ind,near rep"
"55360","white","other party"
"55361","white","strong democrat"
"55363","white","strong democrat"
"55364","white","strong democrat"
"55365","white","ind,near rep"
"55366","white","independent"
"55367","white","not str democrat"
"55368","white","not str democrat"
"55369","white","independent"
"55370","white","independent"
"55371","white","not str republican"
"55372","white","strong democrat"
"55373","white","not str republican"
"55374","white","not str republican"
"55375","black","ind,near dem"
"55376","black","independent"
"55377","other","ind,near dem"
"55378","black","strong democrat"
"55379","black","independent"
"55380","white","strong democrat"
"55381","black","strong democrat"
"55382","white","ind,near dem"
"55383","black","independent"
"55384","white","ind,near rep"
"55385","white","independent"
"55386","white","not str republican"
"55387","white","independent"
"55388","white","ind,near rep"
"55389","white","independent"
"55390","white","strong republican"
"55391","white","ind,near dem"
"55392","white","not str democrat"
"55393","black","strong democrat"
"55394","white","strong democrat"
"55395","black","ind,near dem"
"55396","black","not str democrat"
"55397","black","strong democrat"
"55398","white","ind,near rep"
"55399","black","strong democrat"
"55400","white","independent"
"55401","white","ind,near dem"
"55402","white","not str democrat"
"55403","white","not str republican"
"55404","black","ind,near dem"
"55405","white","independent"
"55406","black","strong democrat"
"55407","black","strong democrat"
"55408","white","independent"
"55409","black","strong democrat"
"55410","white","not str democrat"
"55411","other","independent"
"55412","white","not str republican"
"55413","white","strong democrat"
"55414","black","not str democrat"
"55415","white","not str republican"
"55416","white","not str democrat"
"55417","white","other party"
"55418","white","not str republican"
"55419","white","not str democrat"
"55420","white","ind,near dem"
"55421","white","not str democrat"
"55422","white","ind,near rep"
"55423","white","ind,near dem"
"55424","white","other party"
"55425","white","other party"
"55426","white","strong democrat"
"55427","white","ind,near dem"
"55428","white","strong democrat"
"55429","white","ind,near dem"
"55430","white","strong democrat"
"55431","white","ind,near dem"
"55432","white","strong democrat"
"55433","white","ind,near dem"
"55434","white","strong democrat"
"55435","white","not str republican"
"55436","white","ind,near dem"
"55437","other","ind,near dem"
"55438","white","strong democrat"
"55439","white","ind,near dem"
"55440","white","ind,near dem"
"55441","white","ind,near dem"
"55442","white","ind,near rep"
"55443","white","independent"
"55444","white","ind,near rep"
"55445","white","not str democrat"
"55446","white","independent"
"55447","white","strong democrat"
"55448","white","not str democrat"
"55449","white","independent"
"55450","white","independent"
"55451","other","independent"
"55452","white","ind,near dem"
"55453","white","not str democrat"
"55454","white","ind,near dem"
"55455","white","independent"
"55456","white","independent"
"55457","white","strong democrat"
"55458","white","ind,near dem"
"55459","white","independent"
"55460","white","strong republican"
"55461","white","strong republican"
"55462","white","independent"
"55463","white","independent"
"55464","white","strong democrat"
"55465","white","not str democrat"
"55466","other","independent"
"55467","white","ind,near dem"
"55468","other","not str democrat"
"55469","other","not str republican"
"55470","other","not str democrat"
"55471","white","independent"
"55472","white","not str democrat"
"55473","white","ind,near dem"
"55474","white","strong democrat"
"55475","white","not str democrat"
"55476","white","other party"
"55477","black","not str democrat"
"55478","white","not str democrat"
"55479","black","strong democrat"
"55480","white","other party"
"55481","white","independent"
"55482","black","strong democrat"
"55483","white","not str democrat"
"55484","other","ind,near rep"
"55485","black","not str democrat"
"55486","white","independent"
"55487","white","not str democrat"
"55488","white","not str republican"
"55489","other","strong republican"
"55490","white","strong democrat"
"55491","white","ind,near dem"
"55492","other","not str democrat"
"55493","other","ind,near rep"
"55494","white","not str republican"
"55495","white","not str republican"
"55496","black","strong democrat"
"55497","white","not str democrat"
"55498","white","not str republican"
"55499","white","not str democrat"
"55500","white","strong democrat"
"55501","white","strong democrat"
"55502","white","ind,near rep"
"55503","white","ind,near dem"
"55504","white","not str republican"
"55505","white","independent"
"55506","black","not str democrat"
"55507","black","ind,near dem"
"55508","white","strong republican"
"55509","white","not str republican"
"55510","white","independent"
"55511","white","ind,near dem"
"55512","black","strong democrat"
"55513","white","independent"
"55514","white","strong republican"
"55515","white","not str republican"
"55516","white","strong republican"
"55517","white","not str republican"
"55518","white","strong republican"
"55519","white","strong democrat"
"55520","black","not str republican"
"55521","white","ind,near rep"
"55522","white","not str democrat"
"55523","white","strong republican"
"55524","white","not str republican"
"55525","white","not str democrat"
"55526","white","strong republican"
"55527","white","ind,near dem"
"55528","white","strong republican"
"55529","white","ind,near dem"
"55530","black","not str democrat"
"55531","black","strong democrat"
"55532","white","independent"
"55533","white","strong republican"
"55534","black","strong democrat"
"55535","white","independent"
"55536","white","strong republican"
"55537","black","strong democrat"
"55538","white","not str democrat"
"55539","black","not str democrat"
"55540","white","ind,near dem"
"55541","white","strong democrat"
"55542","white","strong democrat"
"55543","white","ind,near rep"
"55545","white","strong republican"
"55546","other","not str democrat"
"55547","white","strong republican"
"55548","white","strong democrat"
"55549","white","ind,near dem"
"55550","white","strong democrat"
"55551","white","ind,near rep"
"55552","other","independent"
"55553","white","not str republican"
"55554","white","ind,near dem"
"55555","other","ind,near dem"
"55556","white","ind,near rep"
"55557","other","not str democrat"
"55558","white","independent"
"55559","black","not str democrat"
"55560","black","not str democrat"
"55561","black","strong democrat"
"55562","black","independent"
"55563","black","strong democrat"
"55564","white","independent"
"55565","white","ind,near rep"
"55566","white","ind,near dem"
"55567","white","not str republican"
"55568","white","independent"
"55569","white","other party"
"55570","white","strong republican"
"55571","black","not str democrat"
"55572","white","strong democrat"
"55573","black","independent"
"55574","white","strong democrat"
"55575","black","not str democrat"
"55576","black","strong democrat"
"55577","white","ind,near rep"
"55578","other","independent"
"55579","black","not str democrat"
"55580","white","ind,near dem"
"55581","white","not str republican"
"55582","white","strong republican"
"55583","white","ind,near rep"
"55584","other","not str republican"
"55585","other","ind,near dem"
"55586","other","independent"
"55587","other","independent"
"55588","white","strong republican"
"55589","white","not str democrat"
"55590","white","ind,near rep"
"55591","white","ind,near rep"
"55592","white","independent"
"55593","other","ind,near dem"
"55594","white","ind,near rep"
"55595","white","strong democrat"
"55596","white","strong democrat"
"55597","black","ind,near dem"
"55598","black","independent"
"55599","black","independent"
"55600","white","ind,near rep"
"55601","white","not str republican"
"55602","white","not str republican"
"55603","white","other party"
"55604","white","not str republican"
"55605","white","independent"
"55606","other","independent"
"55607","white","independent"
"55608","black","strong democrat"
"55609","black","not str democrat"
"55610","black","ind,near rep"
"55611","black","strong republican"
"55612","white","not str democrat"
"55613","black","ind,near dem"
"55614","black","not str democrat"
"55615","other","independent"
"55616","black","other party"
"55617","black","not str democrat"
"55618","other","not str democrat"
"55619","black","independent"
"55620","white","not str republican"
"55621","white","ind,near rep"
"55622","white","not str democrat"
"55623","white","strong republican"
"55624","white","strong republican"
"55625","white","not str republican"
"55626","white","not str republican"
"55627","white","not str republican"
"55628","black","strong democrat"
"55629","black","not str democrat"
"55630","black","strong democrat"
"55631","black","strong democrat"
"55632","black","ind,near dem"
"55633","black","ind,near dem"
"55634","black","independent"
"55635","black","strong democrat"
"55636","white","ind,near rep"
"55637","white","ind,near rep"
"55638","white","ind,near dem"
"55639","black","not str democrat"
"55640","white","not str republican"
"55641","black","strong democrat"
"55642","black","strong democrat"
"55643","black","strong democrat"
"55644","black","strong democrat"
"55645","black","strong democrat"
"55646","white","independent"
"55647","white","independent"
"55648","white","independent"
"55649","white","independent"
"55650","white","independent"
"55651","black","strong democrat"
"55652","white","independent"
"55653","other","strong democrat"
"55654","black","strong democrat"
"55655","white","strong republican"
"55656","white","not str democrat"
"55657","white","strong republican"
"55658","white","other party"
"55659","white","not str democrat"
"55660","white","ind,near dem"
"55661","white","not str republican"
"55662","black","strong democrat"
"55663","black","independent"
"55664","white","ind,near rep"
"55665","black","strong democrat"
"55666","white","not str democrat"
"55667","white","not str republican"
"55668","other","strong democrat"
"55669","white","ind,near dem"
"55670","other","not str democrat"
"55671","white","strong republican"
"55672","other","ind,near dem"
"55673","black","ind,near dem"
"55674","white","strong democrat"
"55675","black","strong democrat"
"55676","black","not str democrat"
"55677","black","ind,near dem"
"55678","black","not str democrat"
"55679","black","strong democrat"
"55680","white","ind,near dem"
"55681","white","strong republican"
"55682","white","strong democrat"
"55683","black","strong democrat"
"55684","white","strong democrat"
"55685","white","not str democrat"
"55686","white","ind,near dem"
"55687","white","ind,near dem"
"55688","white","strong democrat"
"55689","white","independent"
"55690","white","independent"
"55691","other","strong democrat"
"55692","white","not str democrat"
"55693","white","not str democrat"
"55694","white","strong republican"
"55695","white","strong democrat"
"55696","white","independent"
"55697","white","strong republican"
"55698","white","ind,near dem"
"55699","white","strong republican"
"55700","white","strong democrat"
"55701","white","ind,near dem"
"55702","other","strong democrat"
"55703","white","not str democrat"
"55704","other","not str democrat"
"55705","other","ind,near dem"
"55706","white","not str republican"
"55707","black","not str democrat"
"55708","black","strong democrat"
"55709","white","strong republican"
"55710","white","independent"
"55711","white","not str democrat"
"55712","black","strong democrat"
"55713","white","not str democrat"
"55714","white","ind,near dem"
"55715","other","ind,near dem"
"55716","white","independent"
"55717","white","not str democrat"
"55718","white","not str democrat"
"55719","white","strong democrat"
"55720","white","ind,near rep"
"55721","white","strong democrat"
"55722","white","independent"
"55723","white","not str republican"
"55724","white","independent"
"55725","white","not str republican"
"55726","white","not str democrat"
"55727","other","not str republican"
"55728","white","strong republican"
"55729","white","independent"
"55730","other","not str republican"
"55731","white","not str democrat"
"55732","white","independent"
"55733","white","ind,near rep"
"55734","other","ind,near dem"
"55735","white","independent"
"55736","white","strong democrat"
"55737","white","not str republican"
"55738","other","ind,near rep"
"55739","other","independent"
"55740","other","independent"
"55741","other","not str democrat"
"55742","white","not str republican"
"55743","white","ind,near dem"
"55744","black","strong democrat"
"55745","other","independent"
"55746","white","strong democrat"
"55747","white","independent"
"55748","white","not str republican"
"55749","white","strong republican"
"55750","black","ind,near dem"
"55751","black","strong democrat"
"55752","black","strong democrat"
"55753","black","independent"
"55754","other","ind,near rep"
"55755","black","strong democrat"
"55756","white","strong republican"
"55757","white","strong democrat"
"55758","black","ind,near dem"
"55759","white","independent"
"55760","white","strong democrat"
"55761","white","strong democrat"
"55762","white","independent"
"55763","white","strong democrat"
"55764","white","ind,near dem"
"55765","white","ind,near dem"
"55766","white","not str democrat"
"55767","white","independent"
"55768","white","ind,near dem"
"55769","black","ind,near dem"
"55770","white","not str democrat"
"55771","white","independent"
"55772","other","independent"
"55773","other","strong democrat"
"55774","white","ind,near dem"
"55775","white","independent"
"55776","white","not str republican"
"55777","white","ind,near dem"
"55778","white","not str republican"
"55779","white","strong democrat"
"55780","white","strong republican"
"55781","white","ind,near dem"
"55782","white","not str republican"
"55783","white","strong republican"
"55784","white","ind,near rep"
"55785","white","not str democrat"
"55786","white","strong democrat"
"55787","white","other party"
"55788","white","strong democrat"
"55789","black","ind,near dem"
"55790","white","independent"
"55791","white","ind,near dem"
"55792","white","strong democrat"
"55793","white","strong republican"
"55794","white","not str democrat"
"55795","white","strong democrat"
"55796","white","independent"
"55797","white","independent"
"55798","white","ind,near rep"
"55799","white","not str democrat"
"55800","white","strong democrat"
"55801","white","ind,near rep"
"55802","white","not str democrat"
"55803","white","strong democrat"
"55804","white","not str democrat"
"55805","white","independent"
"55806","white","not str republican"
"55807","black","strong democrat"
"55808","white","strong democrat"
"55809","black","independent"
"55810","white","independent"
"55811","white","strong democrat"
"55812","white","ind,near dem"
"55813","white","not str democrat"
"55814","white","not str republican"
"55815","white","not str democrat"
"55816","white","not str democrat"
"55817","white","not str democrat"
"55818","black","strong democrat"
"55819","black","not str democrat"
"55820","black","strong democrat"
"55821","white","not str democrat"
"55822","white","independent"
"55823","white","not str democrat"
"55824","white","not str democrat"
"55825","white","independent"
"55826","white","ind,near dem"
"55827","white","not str democrat"
"55828","white","not str democrat"
"55829","other","ind,near dem"
"55830","white","independent"
"55831","white","strong republican"
"55832","white","not str republican"
"55833","white","independent"
"55834","white","strong republican"
"55835","white","not str democrat"
"55836","white","not str democrat"
"55837","white","not str democrat"
"55838","black","not str democrat"
"55839","white","independent"
"55840","white","not str republican"
"55841","white","strong republican"
"55842","white","ind,near rep"
"55843","white","not str democrat"
"55844","white","ind,near dem"
"55845","black","ind,near dem"
"55846","black","strong democrat"
"55847","other","not str democrat"
"55848","black","independent"
"55849","white","not str democrat"
"55850","white","ind,near rep"
"55851","white","strong republican"
"55852","white","not str republican"
"55853","white","not str republican"
"55854","white","strong republican"
"55855","white","ind,near dem"
"55856","black","strong democrat"
"55857","white","strong republican"
"55858","white","ind,near rep"
"55859","white","strong democrat"
"55860","white","ind,near dem"
"55861","white","strong republican"
"55862","white","not str democrat"
"55863","white","not str democrat"
"55864","other","not str republican"
"55865","black","strong democrat"
"55866","white","independent"
"55867","white","strong republican"
"55868","white","other party"
"55869","white","independent"
"55870","white","ind,near rep"
"55871","white","ind,near rep"
"55872","white","ind,near rep"
"55873","white","not str republican"
"55874","white","strong republican"
"55875","white","ind,near dem"
"55876","white","ind,near rep"
"55877","white","not str republican"
"55878","white","not str democrat"
"55879","white","ind,near rep"
"55880","white","ind,near dem"
"55881","other","ind,near dem"
"55882","white","ind,near rep"
"55883","white","ind,near dem"
"55884","other","strong republican"
"55885","white","not str democrat"
"55886","white","strong democrat"
"55887","white","independent"
"55888","white","not str republican"
"55889","white","not str republican"
"55890","white","independent"
"55891","white","other party"
"55892","other","independent"
"55893","white","strong republican"
"55894","white","strong republican"
"55895","other","strong democrat"
"55896","black","strong democrat"
"55897","black","strong democrat"
"55898","black","strong democrat"
"55899","black","strong democrat"
"55900","white","not str democrat"
"55901","white","strong republican"
"55902","white","strong republican"
"55903","white","strong republican"
"55904","white","independent"
"55905","white","not str republican"
"55906","white","strong democrat"
"55907","white","ind,near dem"
"55908","white","ind,near rep"
"55909","white","not str democrat"
"55910","black","not str democrat"
"55911","white","strong democrat"
"55912","white","not str republican"
"55913","white","ind,near dem"
"55914","white","strong democrat"
"55915","white","ind,near dem"
"55916","black","strong democrat"
"55917","black","strong democrat"
"55918","white","ind,near rep"
"55919","black","ind,near dem"
"55920","white","not str republican"
"55921","white","strong republican"
"55922","black","not str democrat"
"55923","white","not str democrat"
"55924","white","ind,near dem"
"55925","white","ind,near dem"
"55926","white","ind,near rep"
"55927","white","independent"
"55928","black","not str democrat"
"55929","white","independent"
"55930","white","not str republican"
"55931","white","not str democrat"
"55932","white","independent"
"55933","white","strong republican"
"55934","white","not str democrat"
"55935","white","independent"
"55936","white","independent"
"55937","white","ind,near dem"
"55938","white","ind,near rep"
"55939","white","independent"
"55940","white","ind,near rep"
"55941","white","ind,near dem"
"55942","white","ind,near rep"
"55943","white","ind,near dem"
"55944","white","not str republican"
"55945","white","independent"
"55946","white","independent"
"55947","white","ind,near dem"
"55948","white","not str republican"
"55949","white","not str republican"
"55950","black","strong democrat"
"55951","black","ind,near rep"
"55952","black","strong democrat"
"55953","black","strong democrat"
"55954","white","strong republican"
"55955","white","strong democrat"
"55956","white","ind,near dem"
"55957","white","independent"
"55958","white","strong democrat"
"55959","white","strong democrat"
"55960","white","ind,near rep"
"55961","white","independent"
"55962","white","not str democrat"
"55963","white","independent"
"55964","other","independent"
"55965","other","ind,near rep"
"55966","black","ind,near dem"
"55967","other","ind,near rep"
"55968","white","not str democrat"
"55969","black","strong democrat"
"55970","white","ind,near dem"
"55971","white","not str republican"
"55972","white","ind,near rep"
"55973","white","strong republican"
"55974","white","strong republican"
"55975","white","strong republican"
"55976","white","ind,near rep"
"55977","white","strong republican"
"55978","white","not str democrat"
"55979","black","independent"
"55980","white","strong republican"
"55981","white","not str republican"
"55982","white","strong democrat"
"55983","black","strong democrat"
"55984","white","ind,near dem"
"55985","white","strong democrat"
"55987","white","not str republican"
"55988","white","not str republican"
"55989","white","ind,near rep"
"55990","white","ind,near dem"
"55991","white","not str republican"
"55992","white","ind,near dem"
"55993","white","ind,near dem"
"55994","white","not str democrat"
"55995","white","ind,near rep"
"55996","white","independent"
"55997","white","not str democrat"
"55998","black","ind,near dem"
"55999","black","strong democrat"
"56000","other","strong republican"
"56001","black","not str democrat"
"56002","white","ind,near dem"
"56003","white","not str republican"
